prop_no,parcel_id,owner_name,legal_description,subdivision,address,city,zip_code,land_sqft,property_type,minimum_bid,resale_costs_fees,notes,page_number,source_notes
875,44625-92-04-10040,Unknown,S 10 LT 4 & N 34 LT 5 BLK 4,VERNDALE,416 S 44 AV W,CITY OF TULSA,,"5,852",R,36.66,318.00,,129,"PDF page 129, property #875"
876,44625-92-04-10100,Unknown,LT 11 BLK 4,VERNDALE,444 S 44 AV W,CITY OF TULSA,,"6,650",R HS IMP,"2,030.46",332.25,,129,"PDF page 129, property #876"
877,44625-92-04-10350,Unknown,LT 18 BLK 5,VERNDALE,427 S 46 AV W,CITY OF TULSA,,"6,650",R IMP,"2,523.74",363.75,,129,"PDF page 129, property #877"
878,44650-92-04-12520,Unknown,LT 29 BLK C,VERN HGTS SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"10,000",R,14.66,333.75,,129,"PDF page 129, property #878"
879,44650-92-04-12640,Unknown,E102 LTS 39 & 40 & ALL LTS 43 THRU 45 BLK D VERN HGTS SUB,4631 W RECONCILIATION,WY N,CITY OF TULSA,,"61,830",C IMP,"36,790.19",348.00,,129,"PDF page 129, property #879"
880,44650-92-04-12680,Unknown,LT 41 BLK D,VERN HGTS SUB,224 N 46 AV W,CITY OF TULSA,,"15,000",C,"1,378.52",302.25,,129,"PDF page 129, property #880"
881,44650-92-04-12730,Unknown,LT 46 BLK E,VERN HGTS SUB,136 N 46 AV W,CITY OF TULSA,,"13,000",R HS IMP,"2,096.45",332.25,,129,"PDF page 129, property #881"
889,44675-92-08-05940,Unknown,N 100' S 1/2 LT 6 BLK 7,VERN SUB AMD,1023 S 51 AV W,CITY OF TULSA,,"11,300",R IMP,"2,654.40",332.25,,130,"PDF page 130, property #889"
890,44675-92-08-06110,Unknown,W54 N/2 LT 6 LESS N5 THEREOF BLK 8,VERN SUB AMD,ADDRESS UNKNOWN,CITY OF TULSA,,"9,855",R,329.96,270.75,,130,"PDF page 130, property #890"
891,44675-92-08-06285,Unknown,N195' OF LOT 3 BLK-9,VERN SUB AMD,ADDRESS UNKNOWN,CITY OF TULSA,,"22,035",R,344.63,286.50,,130,"PDF page 130, property #891"
892,44700-92-08-06800,Unknown,LT 8 BLK 3,VERN SUB NUMBER 2,ADDRESS UNKNOWN,CITY OF TULSA,,"44,465",R,373.96,286.50,,130,"PDF page 130, property #892"
893,44700-92-08-06970,Unknown,S50 N475 EA LTS 8 & 9 BLK 4,VERN SUB NUMBER 2,1233 S 51 AV W,CITY OF TULSA,,"7,500",R,513.28,302.25,,130,"PDF page 130, property #893"
894,44775-03-19-07170,Unknown,LT 15 BLK 1,VICTORY ADDN,1911 E 28 ST N,CITY OF TULSA,,"6,750",R,307.96,333.75,,130,"PDF page 130, property #894"
895,44775-03-19-07350,Unknown,LT 9 BLK 2,VICTORY ADDN,1918 E 28 ST N,CITY OF TULSA,,"6,750",R,307.96,318.00,,130,"PDF page 130, property #895"
896,45350-94-06-06870,Unknown,LT 7 BK 1,WAGON WHEEL ADDN,10620 E ADMIRAL PL N,CITY OF TULSA,,"7,421",R IMP,"6,267.37",316.50,,131,"PDF page 131, property #896"
897,45350-94-06-07290,Unknown,LT 11 BK 3,WAGON WHEEL ADDN,310 S 105 PL E,CITY OF TULSA,,"7,200",R IMP,"5,390.12",348.00,,131,"PDF page 131, property #897"
898,45350-94-06-07770,Unknown,LT 15 BK 5,WAGON WHEEL ADDN,138 S 107 AV E,CITY OF TULSA,,"6,785",R IMP,"5,972.06",363.75,,131,"PDF page 131, property #898"
899,45350-94-06-08780,Unknown,LT 32 BK 8,WAGON WHEEL ADDN,10623 E 4 ST S,CITY OF TULSA,,"7,200",R IMP,"6,949.58",348.00,,131,"PDF page 131, property #899"
900,45450-94-06-10580,Unknown,LT 3 BK 19,WAGON WHEEL ADDN B19-25,436 S 109 AV E,CITY OF TULSA,,"8,050",R IMP,"4,952.17",332.25,,131,"PDF page 131, property #900"
901,45525-93-06-21270,Unknown,N.74-LT-1-BLK-3,WAKEFIELD,102 S ZUNIS AV E,CITY OF TULSA,,"4,440",R IMP,"8,799.12",363.75,,131,"PDF page 131, property #901"
902,45525-93-06-21280,Unknown,LOT-2-BLK-3,WAKEFIELD,2120 E 1 ST S,CITY OF TULSA,,"7,000",R,"2,566.41",318.00,,131,"PDF page 131, property #902"
903,45525-93-06-21440,Unknown,LOT-5-BLK-4,WAKEFIELD,2017 E 2 ST S,CITY OF TULSA,,"7,000",R IMP,"2,037.38",316.50,,132,"PDF page 132, property #903"
904,45575-93-04-21370,Unknown,LT 8 BLK 12,WALNUT PARK ADDN,234 S INDIANAPOLIS AV E,CITY OF TULSA,,"8,694",R IMP,"6,542.71",348.00,,132,"PDF page 132, property #904"
905,45600-94-16-00400,Unknown,LT 23 BLK 1,WALNUT RIDGE RESUB L8-11 & 14-18 SMITTLE ADDN,2216 S 131 AV E,CITY OF TULSA,,"8,400",R IMP,"3,844.67",316.50,,132,"PDF page 132, property #905"
906,45625-93-21-16710,Unknown,ALL LT 26 PT LT 27 BLK 7 BEG SELY COR LT27 TH SWLY LONG SLY L 110 TO SWLY COR THNWLY LONG WLY L 5.35 TH ELY 111.64 TO   BEG,WALTER FOSTER ADDN,3518 S SANDUSKY AV E,CITY OF TULSA,,"7,839",R HS IMP,"6,474.68",363.75,,132,"PDF page 132, property #906"
907,45850-02-24-13240,Unknown,LT 11 LESS W50 THEREOF BLK 1,WAREHOUSING ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"2,164",R,51.32,302.25,,132,"PDF page 132, property #907"
908,45850-02-24-13350,Unknown,LOT 11 BLK 2,WAREHOUSING ADDN,1041 E 26 PL N,CITY OF TULSA,,"7,062",R,124.65,318.00,,132,"PDF page 132, property #908"
909,45850-02-24-13470,Unknown,LOT 11 BLK 3,WAREHOUSING ADDN,2625 N MADISON AV E,CITY OF TULSA,,"7,700",R IMP,897.24,332.25,,133,"PDF page 133, property #909"
910,46000-93-30-11430,Unknown,LOT 7 BLK 1,WARREN HGTS L1-17 B1 L1&23 B2 L1&25 B3 L1-11 B4,1558 E 41 ST S,CITY OF TULSA,,"8,316",R IMP,"7,025.18",363.75,,133,"PDF page 133, property #910"
911,46465-92-11-31880,Unknown,LT 30 BLK 1,WEST TULSA TOWNHOUSE ADDN,2034 S PHOENIX AV W,CITY OF TULSA,,"6,844",R IMP,"3,329.00",363.75,,133,"PDF page 133, property #911"
912,46525-94-05-05250,Unknown,LT 17 BLK 13,WESTERN VILLAGE SECOND ADDN,293 S 118 AV E,CITY OF TULSA,,"9,501",R IMP,"7,315.38",316.50,,133,"PDF page 133, property #912"
913,46675-93-16-17250,Unknown,LT 2 BLK 7,WESTFUL VISTA ADDN AMD B7-8,2607 S SANDUSKY AV E,CITY OF TULSA,,"7,680",R HS IMP,"10,563.61",363.75,,133,"PDF page 133, property #913"
914,46750-03-33-16899,Unknown,E1 W186 LT 11 BLK 1,WESTROPE ACRES,ADDRESS UNKNOWN,CITY OF TULSA,,112,R,7.33,302.25,,133,"PDF page 133, property #914"
